"state","race","type","all_workers_n","artists_n","artists_share","location_quotient"
"North Dakota","African-American","Fine Artists, Art Directors, And Animators",12445,0,NA,NA
"Ohio","African-American","Fine Artists, Art Directors, And Animators",680665,270,0.000396670902720134,0.826827528586144
"Oklahoma","African-American","Fine Artists, Art Directors, And Animators",134195,NA,NA,NA
"Oregon","African-American","Fine Artists, Art Directors, And Animators",39020,85,0.00217837006663249,4.54063135508215
"Pennsylvania","African-American","Fine Artists, Art Directors, And Animators",636035,445,0.000699647032002956,1.4583560891074
"Rhode Island","African-American","Fine Artists, Art Directors, And Animators",31000,0,NA,NA
"South Carolina","African-American","Fine Artists, Art Directors, And Animators",638810,205,0.000320909190526135,0.66890853622936
"South Dakota","African-American","Fine Artists, Art Directors, And Animators",8670,0,NA,NA
"Tennessee","African-American","Fine Artists, Art Directors, And Animators",554550,40,7.21305563069155e-05,0.150350149702986
"Texas","African-American","Fine Artists, Art Directors, And Animators",1699445,1175,0.000691402193068914,1.44117040759489
"Utah","African-American","Fine Artists, Art Directors, And Animators",16855,0,NA,NA
"Vermont","African-American","Fine Artists, Art Directors, And Animators",4210,NA,NA,NA
"Virginia","African-American","Fine Artists, Art Directors, And Animators",837445,350,0.000417937894428888,0.871156805259652
"Washington","African-American","Fine Artists, Art Directors, And Animators",147305,45,0.000305488612063406,0.636765622059771
"West Virginia","African-American","Fine Artists, Art Directors, And Animators",29055,0,NA,NA
"Wisconsin","African-American","Fine Artists, Art Directors, And Animators",160610,NA,NA,NA
"Wyoming","African-American","Fine Artists, Art Directors, And Animators",2975,0,NA,NA
"Puerto Rico","African-American","Fine Artists, Art Directors, And Animators",1405,0,NA,NA
"Alabama","Asian","Fine Artists, Art Directors, And Animators",33515,NA,NA,NA
"Alaska","Asian","Fine Artists, Art Directors, And Animators",26420,NA,NA,NA
"Arizona","Asian","Fine Artists, Art Directors, And Animators",120580,165,0.00136838613368717,0.90530730336614
"Arkansas","Asian","Fine Artists, Art Directors, And Animators",24295,0,NA,NA
"California","Asian","Fine Artists, Art Directors, And Animators",3008795,6025,0.00200246277995011,1.32480455244231
"Colorado","Asian","Fine Artists, Art Directors, And Animators",97015,NA,NA,NA
"Connecticut","Asian","Fine Artists, Art Directors, And Animators",89425,55,0.00061504053676265,0.406903195004712
"Delaware","Asian","Fine Artists, Art Directors, And Animators",19880,NA,NA,NA
"District of Columbia","Asian","Fine Artists, Art Directors, And Animators",19090,NA,NA,NA
"Florida","Asian","Fine Artists, Art Directors, And Animators",292825,240,0.000819602151455648,0.542238623514891
"Georgia","Asian","Fine Artists, Art Directors, And Animators",217095,215,0.000990349846841245,0.655203182172759
"Hawaii","Asian","Fine Artists, Art Directors, And Animators",290190,390,0.00134394706916158,0.889138721225629
"Idaho","Asian","Fine Artists, Art Directors, And Animators",12030,15,0.00124688279301745,0.824922199349272
"Illinois","Asian","Fine Artists, Art Directors, And Animators",378055,305,0.000806760921030009,0.533743024646746
"Indiana","Asian","Fine Artists, Art Directors, And Animators",76575,80,0.00104472739144629,0.691178691612789
"Iowa","Asian","Fine Artists, Art Directors, And Animators",40760,NA,NA,NA
"Kansas","Asian","Fine Artists, Art Directors, And Animators",46470,NA,NA,NA
"Kentucky","Asian","Fine Artists, Art Directors, And Animators",33565,NA,NA,NA
"Louisiana","Asian","Fine Artists, Art Directors, And Animators",41430,45,0.00108616944243301,0.718596238824891
"Maine","Asian","Fine Artists, Art Directors, And Animators",8235,45,0.00546448087431694,3.61523280807714
"Maryland","Asian","Fine Artists, Art Directors, And Animators",213470,305,0.00142877219281397,0.945257971531482
"Massachusetts","Asian","Fine Artists, Art Directors, And Animators",249930,165,0.000660184851758492,0.43677011419153
"Michigan","Asian","Fine Artists, Art Directors, And Animators",163870,135,0.000823823762738756,0.545031589208188
"Minnesota","Asian","Fine Artists, Art Directors, And Animators",143550,180,0.0012539184952978,0.829576932762528
"Mississippi","Asian","Fine Artists, Art Directors, And Animators",14850,NA,NA,NA
"Missouri","Asian","Fine Artists, Art Directors, And Animators",63375,115,0.0018145956607495,1.20051399520289
"Montana","Asian","Fine Artists, Art Directors, And Animators",4980,0,NA,NA
"Nebraska","Asian","Fine Artists, Art Directors, And Animators",24515,NA,NA,NA
"Nevada","Asian","Fine Artists, Art Directors, And Animators",131920,165,0.00125075803517283,0.827486011521295
"New Hampshire","Asian","Fine Artists, Art Directors, And Animators",20330,NA,NA,NA
"New Jersey","Asian","Fine Artists, Art Directors, And Animators",450385,450,0.000999145175794043,0.66102206277996
"New Mexico","Asian","Fine Artists, Art Directors, And Animators",16455,NA,NA,NA
"New York","Asian","Fine Artists, Art Directors, And Animators",864770,2820,0.0032609826890387,2.15742572352913
"North Carolina","Asian","Fine Artists, Art Directors, And Animators",154710,65,0.000420140908797104,0.27796001714225
"North Dakota","Asian","Fine Artists, Art Directors, And Animators",6855,NA,NA,NA
"Ohio","Asian","Fine Artists, Art Directors, And Animators",136125,205,0.00150596877869605,0.996330275812774
"Oklahoma","Asian","Fine Artists, Art Directors, And Animators",44710,NA,NA,NA
"Oregon","Asian","Fine Artists, Art Directors, And Animators",98010,265,0.00270380573410876,1.78880435698093
"Pennsylvania","Asian","Fine Artists, Art Directors, And Animators",227500,170,0.000747252747252747,0.494373154546285
"Rhode Island","Asian","Fine Artists, Art Directors, And Animators",18645,60,0.00321802091713596,2.12900274779764
"South Carolina","Asian","Fine Artists, Art Directors, And Animators",41915,95,0.0022664917094119,1.49948281923944
"South Dakota","Asian","Fine Artists, Art Directors, And Animators",7135,0,NA,NA
"Tennessee","Asian","Fine Artists, Art Directors, And Animators",62925,NA,NA,NA
"Texas","Asian","Fine Artists, Art Directors, And Animators",712575,450,0.000631512472371329,0.417800823415293
"Utah","Asian","Fine Artists, Art Directors, And Animators",40990,50,0.00121980970968528,0.807010983017951
"Vermont","Asian","Fine Artists, Art Directors, And Animators",6080,0,NA,NA
"Virginia","Asian","Fine Artists, Art Directors, And Animators",304945,280,0.000918198363639345,0.607468655284962
"Washington","Asian","Fine Artists, Art Directors, And Animators",355135,460,0.00129528207583031,0.856942564894853
"West Virginia","Asian","Fine Artists, Art Directors, And Animators",7825,0,NA,NA
"Wisconsin","Asian","Fine Artists, Art Directors, And Animators",85760,25,0.000291511194029851,0.192860192361858
"Wyoming","Asian","Fine Artists, Art Directors, And Animators",2835,0,NA,NA
"Puerto Rico","Asian","Fine Artists, Art Directors, And Animators",1335,0,NA,NA
"Alabama","Other","Fine Artists, Art Directors, And Animators",43075,0,NA,NA
"Alaska","Other","Fine Artists, Art Directors, And Animators",71330,240,0.00336464320762652,1.83160367524801
"Arizona","Other","Fine Artists, Art Directors, And Animators",182520,540,0.0029585798816568,1.61055584511144
"Arkansas","Other","Fine Artists, Art Directors, And Animators",37895,NA,NA,NA
"California","Other","Fine Artists, Art Directors, And Animators",688910,2290,0.00332409168106138,1.80952872687747
"Colorado","Other","Fine Artists, Art Directors, And Animators",87510,90,0.00102845389098388,0.559857259836477
"Connecticut","Other","Fine Artists, Art Directors, And Animators",41230,50,0.00121270919233567,0.660159926810173
"Delaware","Other","Fine Artists, Art Directors, And Animators",10885,NA,NA,NA
"District of Columbia","Other","Fine Artists, Art Directors, And Animators",11085,0,NA,NA
"Florida","Other","Fine Artists, Art Directors, And Animators",214840,150,0.000698194004840812,0.380074387205131
"Georgia","Other","Fine Artists, Art Directors, And Animators",102865,265,0.00257619209643707,1.40239621879777
"Hawaii","Other","Fine Artists, Art Directors, And Animators",198250,235,0.00118537200504413,0.645278440238094
"Idaho","Other","Fine Artists, Art Directors, And Animators",25710,NA,NA,NA
"Illinois","Other","Fine Artists, Art Directors, And Animators",112345,145,0.00129066714139481,0.702597729929342
"Indiana","Other","Fine Artists, Art Directors, And Animators",61485,80,0.00130113035699764,0.708293568379499
"Iowa","Other","Fine Artists, Art Directors, And Animators",27340,NA,NA,NA
"Kansas","Other","Fine Artists, Art Directors, And Animators",43715,80,0.00183003545693697,0.996212514052693
"Kentucky","Other","Fine Artists, Art Directors, And Animators",36080,60,0.00166297117516629,0.905268085888584
"Louisiana","Other","Fine Artists, Art Directors, And Animators",42460,55,0.00129533678756476,0.705139735294907
"Maine","Other","Fine Artists, Art Directors, And Animators",14700,60,0.00408163265306122,2.2219096965211
"Maryland","Other","Fine Artists, Art Directors, And Animators",85910,165,0.00192061459667093,1.04552088792766
"Massachusetts","Other","Fine Artists, Art Directors, And Animators",97815,135,0.00138015641772734,0.751312817179729
"Michigan","Other","Fine Artists, Art Directors, And Animators",120390,165,0.00137054572638923,0.746081065552498
"Minnesota","Other","Fine Artists, Art Directors, And Animators",83065,100,0.00120387648227291,0.655351683197097
"Mississippi","Other","Fine Artists, Art Directors, And Animators",17430,0,NA,NA
"Missouri","Other","Fine Artists, Art Directors, And Animators",70070,50,0.000713572142143571,0.388445751140052
"Montana","Other","Fine Artists, Art Directors, And Animators",37130,60,0.00161594398060867,0.87966799188958
"Nebraska","Other","Fine Artists, Art Directors, And Animators",24240,NA,NA,NA
"Nevada","Other","Fine Artists, Art Directors, And Animators",69460,120,0.00172761301468471,0.94045702674518
"New Hampshire","Other","Fine Artists, Art Directors, And Animators",12270,0,NA,NA
"New Jersey","Other","Fine Artists, Art Directors, And Animators",85410,95,0.00111228193419974,0.605490553641593
"New Mexico","Other","Fine Artists, Art Directors, And Animators",91840,405,0.00440984320557491,2.40057697775812
"New York","Other","Fine Artists, Art Directors, And Animators",234265,605,0.00258254540797814,1.4058547575047
"North Carolina","Other","Fine Artists, Art Directors, And Animators",145630,105,0.000721005287372107,0.392492116617491
"North Dakota","Other","Fine Artists, Art Directors, And Animators",23305,0,NA,NA
"Ohio","Other","Fine Artists, Art Directors, And Animators",121180,220,0.00181548110249216,0.988289591042144
"Oklahoma","Other","Fine Artists, Art Directors, And Animators",242885,370,0.00152335467402268,0.829265347755676
"Oregon","Other","Fine Artists, Art Directors, And Animators",93460,215,0.00230044939011341,1.25229074753102
"Pennsylvania","Other","Fine Artists, Art Directors, And Animators",104810,145,0.0013834557771205,0.753108882443583
"Rhode Island","Other","Fine Artists, Art Directors, And Animators",16140,0,NA,NA
"South Carolina","Other","Fine Artists, Art Directors, And Animators",46335,65,0.00140282723643034,0.763654082596276
"South Dakota","Other","Fine Artists, Art Directors, And Animators",32695,60,0.00183514298822449,0.998992890009485
"Tennessee","Other","Fine Artists, Art Directors, And Animators",60575,85,0.00140321914981427,0.763867427652527
"Texas","Other","Fine Artists, Art Directors, And Animators",261190,325,0.00124430491213293,0.677359621675762
"Utah","Other","Fine Artists, Art Directors, And Animators",57995,75,0.00129321493232175,0.703984665463835
"Vermont","Other","Fine Artists, Art Directors, And Animators",5900,NA,NA,NA
"Virginia","Other","Fine Artists, Art Directors, And Animators",128845,170,0.00131941480072955,0.718247032171242
"Washington","Other","Fine Artists, Art Directors, And Animators",214925,420,0.00195417005932301,1.06378740384795
"West Virginia","Other","Fine Artists, Art Directors, And Animators",10700,NA,NA,NA
"Wisconsin","Other","Fine Artists, Art Directors, And Animators",66920,105,0.00156903765690376,0.854133696099898
"Wyoming","Other","Fine Artists, Art Directors, And Animators",10830,0,NA,NA
"Puerto Rico","Other","Fine Artists, Art Directors, And Animators",2275,0,NA,NA
"Alabama","Hispanic","Designers",88165,175,0.0019849146486701,0.512207563350168
"Alaska","Hispanic","Designers",26875,NA,NA,NA
"Arizona","Hispanic","Designers",1033370,2805,0.00271441981090993,0.700456494785372
"Arkansas","Hispanic","Designers",101405,135,0.00133129530102065,0.343540979302154
"California","Hispanic","Designers",7470730,31960,0.00427802905472423,1.1039461266154
"Colorado","Hispanic","Designers",594525,1735,0.00291829611875026,0.753066810767316
"Connecticut","Hispanic","Designers",288845,925,0.00320240959684259,0.826382342206472
"Delaware","Hispanic","Designers",41365,60,0.00145050163181433,0.374302193278106
"District of Columbia","Hispanic","Designers",44885,300,0.00668374735435,1.72474214380627
"Florida","Hispanic","Designers",2752995,13445,0.00488377203736294,1.2602582065135
"Georgia","Hispanic","Designers",467240,1500,0.00321034158034414,0.828429191900783
"Hawaii","Hispanic","Designers",69470,220,0.0031668346048654,0.817202209464218
"Idaho","Hispanic","Designers",101285,260,0.00256701387174803,0.662418367064341
"Illinois","Hispanic","Designers",1100445,3505,0.00318507512869793,0.821909179747675
"Indiana","Hispanic","Designers",212120,945,0.00445502545728832,1.14962007846005
"Iowa","Hispanic","Designers",90730,55,0.000606194202579081,0.156428517280611
"Kansas","Hispanic","Designers",167495,260,0.00155228514284008,0.400567445643821
"Kentucky","Hispanic","Designers",76325,200,0.00262037340320995,0.676187803251397
"Louisiana","Hispanic","Designers",113925,490,0.0043010752688172,1.10989320608953
"Maine","Hispanic","Designers",10935,80,0.00731595793324188,1.887884191428
"Maryland","Hispanic","Designers",321570,1255,0.00390272724445688,1.00709943051854
"Massachusetts","Hispanic","Designers",401715,1120,0.00278804625169585,0.719455810377288
"Michigan","Hispanic","Designers",236520,990,0.00418569254185692,1.08011867373438
"Minnesota","Hispanic","Designers",149745,490,0.00327222945674313,0.844399368952213
"Mississippi","Hispanic","Designers",38780,80,0.00206291903042805,0.532336607355987
"Missouri","Hispanic","Designers",121550,695,0.00571781160016454,1.47548225782798
"Montana","Hispanic","Designers",19215,NA,NA,NA
"Nebraska","Hispanic","Designers",99485,275,0.00276423581444438,0.713311522986873
"Nevada","Hispanic","Designers",430565,1250,0.00290316212418566,0.749161480890848
"New Hampshire","Hispanic","Designers",25860,65,0.00251353441608662,0.648617984417167
"New Jersey","Hispanic","Designers",928940,3805,0.00409606648438004,1.05699065432878
"New Mexico","Hispanic","Designers",459615,1415,0.00307866366415369,0.794449683187837
"New York","Hispanic","Designers",1819490,11305,0.0062132795453671,1.60333784552308
"North Carolina","Hispanic","Designers",451040,1535,0.00340324583185526,0.878208166877163
"North Dakota","Hispanic","Designers",14510,NA,NA,NA
"Ohio","Hispanic","Designers",204545,845,0.00413112029137842,1.06603629519843
"Oklahoma","Hispanic","Designers",187725,280,0.00149154348115594,0.384893049494889
"Oregon","Hispanic","Designers",266060,1180,0.00443508982936179,1.14447568627626
"Pennsylvania","Hispanic","Designers",423215,1280,0.00302446746925321,0.78046434585788
"Rhode Island","Hispanic","Designers",78695,445,0.00565474299510769,1.45920739354517
"South Carolina","Hispanic","Designers",134610,205,0.00152291805957952,0.392989264803818
"South Dakota","Hispanic","Designers",15565,50,0.0032123353678124,0.828943689096738
"Tennessee","Hispanic","Designers",167595,345,0.00205853396581043,0.531205040684126
"Texas","Hispanic","Designers",5220455,17015,0.0032592944484724,0.841061487863622
"Utah","Hispanic","Designers",213410,880,0.00412351811067897,1.06407455117341
"Vermont","Hispanic","Designers",6470,NA,NA,NA
"Virginia","Hispanic","Designers",427525,1550,0.0036255189754985,0.93556578947316
"Washington","Hispanic","Designers",448570,1700,0.00378982098669104,0.977963951461054
"West Virginia","Hispanic","Designers",12005,0,0,0
"Wisconsin","Hispanic","Designers",186120,585,0.00314313346228239,0.811086125581622
"Wyoming","Hispanic","Designers",27680,205,0.00740606936416184,1.91113746153331
"Puerto Rico","Hispanic","Designers",1208905,3565,0.00294894966932885,NA
"Alabama","White","Designers",1496830,7025,0.00469325173867439,0.710734038870709
"Alaska","White","Designers",253950,840,0.00330773774365032,0.500915343342246
"Arizona","White","Designers",1857110,12230,0.00658550112809688,0.997291446395312
"Arkansas","White","Designers",1014735,4715,0.00464653333136237,0.703659122764065
"California","White","Designers",7686845,83575,0.0108724710853412,1.64649921147681
"Colorado","White","Designers",2172170,17105,0.00787461386539727,1.19251138202995
"Connecticut","White","Designers",1329540,9625,0.00723934593919701,1.0963080321792
"Delaware","White","Designers",307920,1655,0.00537477266822551,0.813941825242636
"District of Columbia","White","Designers",183365,1770,0.00965287813923049,1.46180717520169
"Florida","White","Designers",5285390,33525,0.00634295671653369,0.960561141090079
"Georgia","White","Designers",2773560,17435,0.00628614488238942,0.951957702241002
"Hawaii","White","Designers",177700,1110,0.00624648283624085,0.94595138342014
"Idaho","White","Designers",688065,3805,0.00553000079934308,0.837449176375415
"Illinois","White","Designers",4224420,28330,0.0067062460645485,1.01557675072925
"Indiana","White","Designers",2724985,12280,0.00450644682447793,0.682444780475792
"Iowa","White","Designers",1463250,6745,0.0046096019135486,0.698066323313803
"Kansas","White","Designers",1178420,6730,0.00571103681200251,0.864864807077301
"Kentucky","White","Designers",1787115,7105,0.00397568147545065,0.602067033614652
"Louisiana","White","Designers",1337315,7545,0.0056419018705391,0.854395188375949
"Maine","White","Designers",658985,3625,0.00550088393514268,0.833039792936237
"Maryland","White","Designers",1690500,11205,0.0066282165039929,1.0037601536633
"Massachusetts","White","Designers",2791055,21235,0.00760823416235079,1.15217152114858
"Michigan","White","Designers",3807850,24870,0.00653124466562495,0.989074986496147
"Minnesota","White","Designers",2524705,18180,0.00720084128640771,1.09047698604828
"Mississippi","White","Designers",787155,2825,0.00358887385584795,0.543489877081421
"Missouri","White","Designers",2479115,13475,0.00543540739336416,0.823124192925683
"Montana","White","Designers",472695,2225,0.00470705211605792,0.712823932722962
"Nebraska","White","Designers",845465,4035,0.00477252163010887,0.722738468472429
"Nevada","White","Designers",749805,4840,0.00645501163635878,0.977530451533486
"New Hampshire","White","Designers",690940,4305,0.00623064231337019,0.943552535153613
"New Jersey","White","Designers",2640925,18470,0.00699376165548056,1.05911737641049
"New Mexico","White","Designers",374900,1985,0.0052947452654041,0.801822680054047
"New York","White","Designers",5774960,55810,0.00966413620180919,1.46351206740266
"North Carolina","White","Designers",3309215,19165,0.00579140370148207,0.877035363257059
"North Dakota","White","Designers",363175,1370,0.00377228608797411,0.571265356381437
"Ohio","White","Designers",4775955,25545,0.00534866848619804,0.809988674685867
"Oklahoma","White","Designers",1276415,5010,0.0039250557224727,0.594400399074598
"Oregon","White","Designers",1600140,11890,0.00743059982251553,1.12527103107836
"Pennsylvania","White","Designers",5161830,27050,0.00524038955176749,0.793591189812366
"Rhode Island","White","Designers",423445,3095,0.00730909563225448,1.10687074728954
"South Carolina","White","Designers",1586190,8690,0.00547853661919442,0.829655572569163
"South Dakota","White","Designers",398225,1870,0.00469583778014941,0.711125662377089
"Tennessee","White","Designers",2455855,12735,0.00518556673744989,0.78528896303831
"Texas","White","Designers",6162190,41825,0.0067873596886821,1.02786039049501
"Utah","White","Designers",1227970,9475,0.00771598654690261,1.16848926665525
"Vermont","White","Designers",319270,1815,0.00568484354934694,0.860898166378064
"Virginia","White","Designers",2778485,16740,0.0060248660690988,0.91239030705716
"Washington","White","Designers",2668545,19555,0.00732796336580421,1.10972802859829
"West Virginia","White","Designers",734535,2545,0.00346477703581177,0.524696972070908
"Wisconsin","White","Designers",2597700,16210,0.00624013550448473,0.944990159734245
"Wyoming","White","Designers",260685,930,0.00356752402324644,0.540256713041008
"Puerto Rico","White","Designers",13370,100,0.00747943156320119,NA
"Alabama","African-American","Designers",581200,385,0.000662422573984859,0.306529134487136
"Alaska","African-American","Designers",13760,0,NA,NA
"Arizona","African-American","Designers",152575,210,0.00137637227592987,0.636901909810997
"Arkansas","African-American","Designers",200385,215,0.00107293460089328,0.496489291714016
"California","African-American","Designers",1066265,5035,0.004722090662265,2.18509818433055
"Colorado","African-American","Designers",118415,240,0.00202677025714647,0.937866789457541
"Connecticut","African-American","Designers",191785,495,0.00258101519931172,1.19433785353041
"Delaware","African-American","Designers",105485,270,0.00255960563113238,1.18443079923986
"District of Columbia","African-American","Designers",149480,605,0.00404736419587904,1.87287555201189
"Florida","African-American","Designers",1569980,2215,0.00141084599803819,0.652854265022635
"Georgia","African-American","Designers",1613775,3545,0.00219671267679819,1.01650587099597
"Hawaii","African-American","Designers",16455,60,0.00364630811303555,1.68729103423906
"Idaho","African-American","Designers",5195,NA,NA,NA
"Illinois","African-American","Designers",848255,1610,0.00189801415847828,0.878286248221936
"Indiana","African-American","Designers",292355,645,0.00220622188777342,1.02090615915698
"Iowa","African-American","Designers",56060,40,0.000713521227256511,0.330174503132402
"Kansas","African-American","Designers",83690,90,0.00107539729955789,0.497628879825613
"Kentucky","African-American","Designers",176080,230,0.0013062244434348,0.604441732236564
"Louisiana","African-American","Designers",656860,795,0.00121030356544773,0.560055346773055
"Maine","African-American","Designers",8410,0,NA,NA
"Maryland","African-American","Designers",957780,2225,0.00232308045688989,1.07498124272968
"Massachusetts","African-American","Designers",260415,660,0.0025344162202638,1.17277466218321
"Michigan","African-American","Designers",624375,1280,0.00205005005005004,0.948639270725571
"Minnesota","African-American","Designers",171180,285,0.00166491412548194,0.770421640085977
"Mississippi","African-American","Designers",488460,370,0.000757482700732916,0.350517216295751
"Missouri","African-American","Designers",340530,710,0.0020849851701759,0.964805133055659
"Montana","African-American","Designers",2855,0,NA,NA
"Nebraska","African-American","Designers",45795,NA,NA,NA
"Nevada","African-American","Designers",125635,610,0.00485533489871452,2.24675556449586
"New Hampshire","African-American","Designers",9675,0,NA,NA
"New Jersey","African-American","Designers",584190,2035,0.00348345572502096,1.61193279086432
"New Mexico","African-American","Designers",19190,65,0.00338718082334549,1.56738258463283
"New York","African-American","Designers",1375735,5550,0.00403420716925861,1.86678727522186
"North Carolina","African-American","Designers",1079195,1825,0.0016910752922317,0.782527447037479
"North Dakota","African-American","Designers",12445,0,NA,NA
"Ohio","African-American","Designers",680665,930,0.00136631088714712,0.632246107130904
"Oklahoma","African-American","Designers",134195,175,0.00130407243190878,0.603445911356688
"Oregon","African-American","Designers",39020,80,0.00205023065094823,0.94872284190684
"Pennsylvania","African-American","Designers",636035,1295,0.00203605147515466,0.942161576251903
"Rhode Island","African-American","Designers",31000,40,0.00129032258064516,0.597083311148466
"South Carolina","African-American","Designers",638810,880,0.00137756140323413,0.637452166063859
"South Dakota","African-American","Designers",8670,NA,NA,NA
"Tennessee","African-American","Designers",554550,745,0.0013434316112163,0.621658960913075
"Texas","African-American","Designers",1699445,3725,0.00219189205887804,1.01427518035107
"Utah","African-American","Designers",16855,NA,NA,NA
"Vermont","African-American","Designers",4210,NA,NA,NA
"Virginia","African-American","Designers",837445,1520,0.00181504457009117,0.839892936888862
"Washington","African-American","Designers",147305,440,0.00298699976239774,1.3822029741124
"West Virginia","African-American","Designers",29055,0,NA,NA
"Wisconsin","African-American","Designers",160610,165,0.00102733329182491,0.475387761740303
"Wyoming","African-American","Designers",2975,0,NA,NA
"Puerto Rico","African-American","Designers",1405,0,NA,NA
"Alabama","Asian","Designers",33515,80,0.00238699089959719,0.294260272738814
"Alaska","Asian","Designers",26420,35,0.00132475397426192,0.16331124925693
"Arizona","Asian","Designers",120580,770,0.00638580195720683,0.787220355930485
"Arkansas","Asian","Designers",24295,145,0.00596830623585099,0.735752876580569
"California","Asian","Designers",3008795,32545,0.0108166226014069,1.33343713934557
"Colorado","Asian","Designers",97015,460,0.00474153481420398,0.584520589443259
"Connecticut","Asian","Designers",89425,430,0.00480849874196253,0.59277567899941
"Delaware","Asian","Designers",19880,75,0.00377263581488933,0.465077954013519
"District of Columbia","Asian","Designers",19090,275,0.0144054478784704,1.77585554362976
"Florida","Asian","Designers",292825,1610,0.00549816443268163,0.677795363944103
"Georgia","Asian","Designers",217095,1460,0.00672516640180566,0.829056072205046
"Hawaii","Asian","Designers",290190,1330,0.0045832041076536,0.56500210828763
"Idaho","Asian","Designers",12030,NA,NA,NA
"Illinois","Asian","Designers",378055,2285,0.00604409411329039,0.745095753207948
"Indiana","Asian","Designers",76575,410,0.00535422788116225,0.660051346187553
"Iowa","Asian","Designers",40760,45,0.00110402355250245,0.136100339437519
"Kansas","Asian","Designers",46470,105,0.00225952227243382,0.278546365743582
"Kentucky","Asian","Designers",33565,70,0.00208550573514077,0.257094187717449
"Louisiana","Asian","Designers",41430,25,0.000603427468018344,0.0743885246261868
"Maine","Asian","Designers",8235,NA,NA,NA
"Maryland","Asian","Designers",213470,1205,0.00564482128636342,0.695874731473616
"Massachusetts","Asian","Designers",249930,1675,0.00670187652542711,0.826184973963172
"Michigan","Asian","Designers",163870,1445,0.00881796546042595,1.08704935650331
"Minnesota","Asian","Designers",143550,895,0.0062347614071752,0.768600580943313
"Mississippi","Asian","Designers",14850,0,NA,NA
"Missouri","Asian","Designers",63375,305,0.00481262327416173,0.593284137565406
"Montana","Asian","Designers",4980,NA,NA,NA
"Nebraska","Asian","Designers",24515,85,0.00346726493983275,0.427432851555942
"Nevada","Asian","Designers",131920,670,0.00507883565797452,0.626101911893923
"New Hampshire","Asian","Designers",20330,125,0.00614854894244958,0.757972595982027
"New Jersey","Asian","Designers",450385,4225,0.00938086303939962,1.15644149165588
"New Mexico","Asian","Designers",16455,35,0.0021270130659374,0.262211072948532
"New York","Asian","Designers",864770,10990,0.0127085814725303,1.56667151553081
"North Carolina","Asian","Designers",154710,715,0.00462154999676814,0.569729261537842
"North Dakota","Asian","Designers",6855,NA,NA,NA
"Ohio","Asian","Designers",136125,780,0.00573002754820936,0.706378675101584
"Oklahoma","Asian","Designers",44710,250,0.0055915902482666,0.689312586728455
"Oregon","Asian","Designers",98010,940,0.00959085807570656,1.18232897898057
"Pennsylvania","Asian","Designers",227500,905,0.00397802197802197,0.490397274833045
"Rhode Island","Asian","Designers",18645,155,0.00831322070260123,1.02482610708662
"South Carolina","Asian","Designers",41915,320,0.00763449838959799,0.941155485228805
"South Dakota","Asian","Designers",7135,NA,NA,NA
"Tennessee","Asian","Designers",62925,250,0.00397298371076678,0.48977617405847
"Texas","Asian","Designers",712575,4150,0.00582394835631336,0.717956918911897
"Utah","Asian","Designers",40990,345,0.00841668699682849,1.03758108657303
"Vermont","Asian","Designers",6080,40,0.00657894736842105,0.811030677700768
"Virginia","Asian","Designers",304945,1475,0.00483693780845726,0.596281552216014
"Washington","Asian","Designers",355135,2935,0.00826446280991735,1.01881539678113
"West Virginia","Asian","Designers",7825,0,NA,NA
"Wisconsin","Asian","Designers",85760,320,0.00373134328358208,0.459987548546704
"Wyoming","Asian","Designers",2835,0,NA,NA
"Puerto Rico","Asian","Designers",1335,0,NA,NA
"Alabama","Other","Designers",43075,135,0.00313406848520023,0.593644177753471
"Alaska","Other","Designers",71330,135,0.00189261180428992,0.358491840133615
"Arizona","Other","Designers",182520,630,0.0034516765285996,0.653804371017296
"Arkansas","Other","Designers",37895,90,0.00237498350705897,0.449860983537508
"California","Other","Designers",688910,6420,0.0093190692543293,1.76518516779014
"Colorado","Other","Designers",87510,580,0.00662781396411838,1.255417100683
"Connecticut","Other","Designers",41230,150,0.00363812757700703,0.689121269753167
"Delaware","Other","Designers",10885,40,0.00367478180983004,0.69606418501113
"District of Columbia","Other","Designers",11085,95,0.0085701398285972,1.62332560242532
"Florida","Other","Designers",214840,825,0.00384006702662446,0.727371926715588
"Georgia","Other","Designers",102865,680,0.00661060613425363,1.25215765435653
"Hawaii","Other","Designers",198250,625,0.00315258511979823,0.597151533247648
"Idaho","Other","Designers",25710,60,0.00233372228704784,0.442045429045867
"Illinois","Other","Designers",112345,730,0.00649784147047042,1.230798170214
"Indiana","Other","Designers",61485,305,0.0049605594860535,0.939611648948149
"Iowa","Other","Designers",27340,80,0.00292611558156547,0.554254473580553
"Kansas","Other","Designers",43715,225,0.00514697472263525,0.974921764334545
"Kentucky","Other","Designers",36080,50,0.00138580931263858,0.262495103029592
"Louisiana","Other","Designers",42460,120,0.00282618935468676,0.535326800789884
"Maine","Other","Designers",14700,NA,NA,NA
"Maryland","Other","Designers",85910,420,0.00488883715516238,0.926026258472641
"Massachusetts","Other","Designers",97815,520,0.00531615805346828,1.00696787302561
"Michigan","Other","Designers",120390,325,0.0026995597641,0.51134107120608
"Minnesota","Other","Designers",83065,295,0.00355143562270511,0.672700386108655
"Mississippi","Other","Designers",17430,NA,NA,NA
"Missouri","Other","Designers",70070,345,0.00492364778079063,0.932619964170445
