"state","race","type","all_workers_n","artists_n","artists_share","location_quotient"
"New York","Asian","Dancers And Choreographers",864770,45,5.20369578038091e-05,0.606251182818384
"North Carolina","Asian","Dancers And Choreographers",154710,NA,NA,NA
"North Dakota","Asian","Dancers And Choreographers",6855,0,NA,NA
"Ohio","Asian","Dancers And Choreographers",136125,NA,NA,NA
"Oklahoma","Asian","Dancers And Choreographers",44710,60,0.00134198165958398,15.6346182171283
"Oregon","Asian","Dancers And Choreographers",98010,NA,NA,NA
"Pennsylvania","Asian","Dancers And Choreographers",227500,NA,NA,NA
"Rhode Island","Asian","Dancers And Choreographers",18645,0,NA,NA
"South Carolina","Asian","Dancers And Choreographers",41915,0,NA,NA
"South Dakota","Asian","Dancers And Choreographers",7135,0,NA,NA
"Tennessee","Asian","Dancers And Choreographers",62925,0,NA,NA
"Texas","Asian","Dancers And Choreographers",712575,70,9.82352734799846e-05,1.14447987075387
"Utah","Asian","Dancers And Choreographers",40990,0,NA,NA
"Vermont","Asian","Dancers And Choreographers",6080,0,NA,NA
"Virginia","Asian","Dancers And Choreographers",304945,NA,NA,NA
"Washington","Asian","Dancers And Choreographers",355135,0,NA,NA
"West Virginia","Asian","Dancers And Choreographers",7825,0,NA,NA
"Wisconsin","Asian","Dancers And Choreographers",85760,0,NA,NA
"Wyoming","Asian","Dancers And Choreographers",2835,0,NA,NA
"Puerto Rico","Asian","Dancers And Choreographers",1335,0,NA,NA
"Alabama","Other","Dancers And Choreographers",43075,0,NA,NA
"Alaska","Other","Dancers And Choreographers",71330,20,0.000280386933968877,0.720447369543884
"Arizona","Other","Dancers And Choreographers",182520,NA,NA,NA
"Arkansas","Other","Dancers And Choreographers",37895,NA,NA,NA
"California","Other","Dancers And Choreographers",688910,365,0.000529822473182273,1.36136588722702
"Colorado","Other","Dancers And Choreographers",87510,115,0.0013141355273683,3.37663909838876
"Connecticut","Other","Dancers And Choreographers",41230,0,NA,NA
"Delaware","Other","Dancers And Choreographers",10885,0,NA,NA
"District of Columbia","Other","Dancers And Choreographers",11085,0,NA,NA
"Florida","Other","Dancers And Choreographers",214840,90,0.000418916402904487,1.07639545202497
"Georgia","Other","Dancers And Choreographers",102865,0,NA,NA
"Hawaii","Other","Dancers And Choreographers",198250,130,0.000655737704918033,1.68490199572345
"Idaho","Other","Dancers And Choreographers",25710,0,NA,NA
"Illinois","Other","Dancers And Choreographers",112345,35,0.000311540344474609,0.800495295934302
"Indiana","Other","Dancers And Choreographers",61485,NA,NA,NA
"Iowa","Other","Dancers And Choreographers",27340,NA,NA,NA
"Kansas","Other","Dancers And Choreographers",43715,0,NA,NA
"Kentucky","Other","Dancers And Choreographers",36080,0,NA,NA
"Louisiana","Other","Dancers And Choreographers",42460,35,0.000824305228450306,2.11803212486432
"Maine","Other","Dancers And Choreographers",14700,NA,NA,NA
"Maryland","Other","Dancers And Choreographers",85910,45,0.000523803980910255,1.34590151852545
"Massachusetts","Other","Dancers And Choreographers",97815,NA,NA,NA
"Michigan","Other","Dancers And Choreographers",120390,NA,NA,NA
"Minnesota","Other","Dancers And Choreographers",83065,20,0.000240775296454584,0.618666235713781
"Mississippi","Other","Dancers And Choreographers",17430,0,NA,NA
"Missouri","Other","Dancers And Choreographers",70070,NA,NA,NA
"Montana","Other","Dancers And Choreographers",37130,0,NA,NA
"Nebraska","Other","Dancers And Choreographers",24240,NA,NA,NA
"Nevada","Other","Dancers And Choreographers",69460,185,0.00266340339763892,6.84354989265013
"New Hampshire","Other","Dancers And Choreographers",12270,0,NA,NA
"New Jersey","Other","Dancers And Choreographers",85410,NA,NA,NA
"New Mexico","Other","Dancers And Choreographers",91840,20,0.000217770034843206,0.559554778632026
"New York","Other","Dancers And Choreographers",234265,95,0.000405523659104006,1.04198312436956
"North Carolina","Other","Dancers And Choreographers",145630,35,0.000240335095790702,0.617535150873715
"North Dakota","Other","Dancers And Choreographers",23305,0,NA,NA
"Ohio","Other","Dancers And Choreographers",121180,NA,NA,NA
"Oklahoma","Other","Dancers And Choreographers",242885,30,0.000123515243839677,0.317369398292805
"Oregon","Other","Dancers And Choreographers",93460,80,0.000855981168414295,2.19942267791848
"Pennsylvania","Other","Dancers And Choreographers",104810,30,0.00028623222974907,0.735466714095485
"Rhode Island","Other","Dancers And Choreographers",16140,0,NA,NA
"South Carolina","Other","Dancers And Choreographers",46335,NA,NA,NA
"South Dakota","Other","Dancers And Choreographers",32695,NA,NA,NA
"Tennessee","Other","Dancers And Choreographers",60575,0,NA,NA
"Texas","Other","Dancers And Choreographers",261190,80,0.000306290439909644,0.787005794549029
"Utah","Other","Dancers And Choreographers",57995,NA,NA,NA
"Vermont","Other","Dancers And Choreographers",5900,0,NA,NA
"Virginia","Other","Dancers And Choreographers",128845,NA,NA,NA
"Washington","Other","Dancers And Choreographers",214925,155,0.000721181807607305,1.85305901704841
"West Virginia","Other","Dancers And Choreographers",10700,0,NA,NA
"Wisconsin","Other","Dancers And Choreographers",66920,0,NA,NA
"Wyoming","Other","Dancers And Choreographers",10830,0,NA,NA
"Puerto Rico","Other","Dancers And Choreographers",2275,0,NA,NA
"Alabama","Hispanic","Musicians",88165,NA,NA,NA
"Alaska","Hispanic","Musicians",26875,0,NA,NA
"Arizona","Hispanic","Musicians",1033370,750,0.000725780698104261,1.19077398481105
"Arkansas","Hispanic","Musicians",101405,NA,NA,NA
"California","Hispanic","Musicians",7470730,5760,0.000771008991089224,1.26497914734097
"Colorado","Hispanic","Musicians",594525,215,0.000361633236617468,0.593324472987347
"Connecticut","Hispanic","Musicians",288845,100,0.000346206442901902,0.568014038756286
"Delaware","Hispanic","Musicians",41365,NA,NA,NA
"District of Columbia","Hispanic","Musicians",44885,NA,NA,NA
"Florida","Hispanic","Musicians",2752995,1990,0.000722849115236315,1.18596419499081
"Georgia","Hispanic","Musicians",467240,250,0.000535056930057358,0.877857284396452
"Hawaii","Hispanic","Musicians",69470,160,0.00230315243990211,3.77873649113711
"Idaho","Hispanic","Musicians",101285,NA,NA,NA
"Illinois","Hispanic","Musicians",1100445,425,0.000386207397916298,0.633642811639271
"Indiana","Hispanic","Musicians",212120,100,0.000471431265321516,0.773467919218175
"Iowa","Hispanic","Musicians",90730,NA,NA,NA
"Kansas","Hispanic","Musicians",167495,NA,NA,NA
"Kentucky","Hispanic","Musicians",76325,60,0.000786112020962987,1.28975838866342
"Louisiana","Hispanic","Musicians",113925,90,0.000789993416721527,1.29612651763971
"Maine","Hispanic","Musicians",10935,0,NA,NA
"Maryland","Hispanic","Musicians",321570,170,0.000528656280125634,0.867355865104801
"Massachusetts","Hispanic","Musicians",401715,185,0.000460525496931904,0.755575041498164
"Michigan","Hispanic","Musicians",236520,110,0.000465076949095214,0.763042518717298
"Minnesota","Hispanic","Musicians",149745,85,0.000567631640455441,0.931301965146586
"Mississippi","Hispanic","Musicians",38780,NA,NA,NA
"Missouri","Hispanic","Musicians",121550,50,0.000411353352529823,0.674899280232659
"Montana","Hispanic","Musicians",19215,NA,NA,NA
"Nebraska","Hispanic","Musicians",99485,25,0.00025129416494949,0.41229334830517
"Nevada","Hispanic","Musicians",430565,290,0.000673533612811074,1.10505322906233
"New Hampshire","Hispanic","Musicians",25860,0,NA,NA
"New Jersey","Hispanic","Musicians",928940,520,0.000559777811268758,0.918416343496575
"New Mexico","Hispanic","Musicians",459615,140,0.000304602765357963,0.499755710832725
"New York","Hispanic","Musicians",1819490,1145,0.000629297220649743,1.03247545852475
"North Carolina","Hispanic","Musicians",451040,45,9.97694217807733e-05,0.163689709917195
"North Dakota","Hispanic","Musicians",14510,0,NA,NA
"Ohio","Hispanic","Musicians",204545,90,0.000440000977779951,0.721900870332218
"Oklahoma","Hispanic","Musicians",187725,115,0.000612598215474764,1.00507773220532
"Oregon","Hispanic","Musicians",266060,60,0.000225513042170939,0.369994771911357
"Pennsylvania","Hispanic","Musicians",423215,305,0.000720673889157993,1.18239534474181
"Rhode Island","Hispanic","Musicians",78695,NA,NA,NA
"South Carolina","Hispanic","Musicians",134610,20,0.000148577371666295,0.243767944468553
"South Dakota","Hispanic","Musicians",15565,0,NA,NA
"Tennessee","Hispanic","Musicians",167595,185,0.00110385154688385,1.81106732179024
"Texas","Hispanic","Musicians",5220455,3240,0.000620635557628598,1.01826443993785
"Utah","Hispanic","Musicians",213410,20,9.37163206972494e-05,0.153758507122027
"Vermont","Hispanic","Musicians",6470,NA,NA,NA
"Virginia","Hispanic","Musicians",427525,270,0.000631542015086837,1.03615844819908
"Washington","Hispanic","Musicians",448570,130,0.000289809840158727,0.475485252094271
"West Virginia","Hispanic","Musicians",12005,0,NA,NA
"Wisconsin","Hispanic","Musicians",186120,50,0.000268643885665162,0.440758690695678
"Wyoming","Hispanic","Musicians",27680,NA,NA,NA
"Puerto Rico","Hispanic","Musicians",1208905,1205,0.000996769804078898,NA
"Alabama","White","Musicians",1496830,1575,0.0010522236994181,0.917834153133867
"Alaska","White","Musicians",253950,85,0.000334711557393188,0.291962345073567
"Arizona","White","Musicians",1857110,1655,0.000891169613000845,0.777349823520991
"Arkansas","White","Musicians",1014735,680,0.000670125697842294,0.584537539605375
"California","White","Musicians",7686845,15280,0.00198781164443929,1.73392921892232
"Colorado","White","Musicians",2172170,2375,0.00109337666941353,0.953731083972423
"Connecticut","White","Musicians",1329540,1425,0.00107179926892007,0.934909539542569
"Delaware","White","Musicians",307920,210,0.000681995323460639,0.594891181880734
"District of Columbia","White","Musicians",183365,140,0.000763504485588853,0.665990029811998
"Florida","White","Musicians",5285390,6730,0.00127332136322958,1.11069332094819
"Georgia","White","Musicians",2773560,3015,0.00108705057759702,0.948212957809453
"Hawaii","White","Musicians",177700,410,0.00230725942599887,2.01257727087208
"Idaho","White","Musicians",688065,380,0.0005522734044022,0.48173728904621
"Illinois","White","Musicians",4224420,4325,0.00102380918563968,0.893048728508906
"Indiana","White","Musicians",2724985,1910,0.000700921289474988,0.611399931872419
"Iowa","White","Musicians",1463250,920,0.000628737399624124,0.548435336560781
"Kansas","White","Musicians",1178420,990,0.000840107941141529,0.732809725845456
"Kentucky","White","Musicians",1787115,1075,0.000601528161310268,0.524701250150233
"Louisiana","White","Musicians",1337315,1890,0.00141327959381297,1.23277614811951
"Maine","White","Musicians",658985,425,0.000644931219982245,0.562560889333084
"Maryland","White","Musicians",1690500,2090,0.0012363206152026,1.07841829212168
"Massachusetts","White","Musicians",2791055,2875,0.00103007644062908,0.898515532458339
"Michigan","White","Musicians",3807850,3475,0.000912588468558373,0.796033072304127
"Minnesota","White","Musicians",2524705,2455,0.00097239083378058,0.848197505845665
"Mississippi","White","Musicians",787155,600,0.000762238695047354,0.664885905479554
"Missouri","White","Musicians",2479115,1985,0.000800688955534536,0.698425315674882
"Montana","White","Musicians",472695,400,0.000846211616369964,0.73813384236877
"Nebraska","White","Musicians",845465,500,0.000591390536568634,0.51585839836437
"Nevada","White","Musicians",749805,1445,0.00192716773027653,1.68103071869933
"New Hampshire","White","Musicians",690940,430,0.000622340579500391,0.542855515478759
"New Jersey","White","Musicians",2640925,2915,0.00110377992559425,0.962805640867257
"New Mexico","White","Musicians",374900,625,0.00166711122966124,1.45418851951564
"New York","White","Musicians",5774960,10180,0.00176278277252136,1.53764093516509
"North Carolina","White","Musicians",3309215,3625,0.00109542595449373,0.955518635267037
"North Dakota","White","Musicians",363175,170,0.000468093894128175,0.408309148655235
"Ohio","White","Musicians",4775955,4135,0.000865795427301974,0.755216417615703
"Oklahoma","White","Musicians",1276415,1030,0.000806947583662054,0.703884594581427
"Oregon","White","Musicians",1600140,1630,0.00101866086717412,0.888557951004544
"Pennsylvania","White","Musicians",5161830,4880,0.00094540114649262,0.824654929500927
"Rhode Island","White","Musicians",423445,285,0.000673050809432158,0.587089057234553
"South Carolina","White","Musicians",1586190,1825,0.00115055573418064,1.00360726383468
"South Dakota","White","Musicians",398225,170,0.000426894343649947,0.372371586572578
"Tennessee","White","Musicians",2455855,7215,0.00293787703264239,2.56265267524194
"Texas","White","Musicians",6162190,7240,0.00117490697300797,1.02484837319118
"Utah","White","Musicians",1227970,455,0.000370530224679756,0.323206267989894
"Vermont","White","Musicians",319270,415,0.00129984026059448,1.13382523645097
"Virginia","White","Musicians",2778485,3490,0.00125608020198057,1.09565419320114
"Washington","White","Musicians",2668545,2480,0.000929345392339271,0.810649809178686
"West Virginia","White","Musicians",734535,440,0.000599018426623646,0.522512057669623
"Wisconsin","White","Musicians",2597700,2240,0.000862301266504985,0.752168529492871
"Wyoming","White","Musicians",260685,130,0.000498686153787138,0.434994178418453
"Puerto Rico","White","Musicians",13370,0,NA,NA
"Alabama","African-American","Musicians",581200,440,0.00075705437026841,0.681202624934798
"Alaska","African-American","Musicians",13760,NA,NA,NA
"Arizona","African-American","Musicians",152575,195,0.0012780599705063,1.15000697562094
"Arkansas","African-American","Musicians",200385,195,0.000973126731042743,0.875625991493198
"California","African-American","Musicians",1066265,2600,0.00243841821685978,2.1941051465363
"Colorado","African-American","Musicians",118415,120,0.00101338512857323,0.911850768933845
"Connecticut","African-American","Musicians",191785,140,0.000729984096775035,0.65684461039107
"Delaware","African-American","Musicians",105485,95,0.000900601981324359,0.810367732877788
"District of Columbia","African-American","Musicians",149480,170,0.00113727588975113,1.02332851086886
"Florida","African-American","Musicians",1569980,1860,0.00118472846787857,1.0660266604996
"Georgia","African-American","Musicians",1613775,1910,0.00118356028566559,1.06497552227079
"Hawaii","African-American","Musicians",16455,NA,NA,NA
"Idaho","African-American","Musicians",5195,0,NA,NA
"Illinois","African-American","Musicians",848255,590,0.000695545561181484,0.625856583947317
"Indiana","African-American","Musicians",292355,345,0.00118007217252997,1.06183689456138
"Iowa","African-American","Musicians",56060,20,0.000356760613628255,0.321015604719055
"Kansas","African-American","Musicians",83690,180,0.00215079459911578,1.93529947669915
"Kentucky","African-American","Musicians",176080,215,0.00122103589277601,1.09869632613536
"Louisiana","African-American","Musicians",656860,950,0.00144627470084949,1.30136772375565
"Maine","African-American","Musicians",8410,0,NA,NA
"Maryland","African-American","Musicians",957780,940,0.000981436237966965,0.883102941829919
"Massachusetts","African-American","Musicians",260415,225,0.00086400552963539,0.777437998986962
"Michigan","African-American","Musicians",624375,845,0.00135335335335335,1.21775646898618
"Minnesota","African-American","Musicians",171180,30,0.000175254118471784,0.157694837018491
"Mississippi","African-American","Musicians",488460,355,0.000726773942595095,0.653956092023433
"Missouri","African-American","Musicians",340530,370,0.00108654156755645,0.977677425807356
"Montana","African-American","Musicians",2855,0,NA,NA
"Nebraska","African-American","Musicians",45795,NA,NA,NA
"Nevada","African-American","Musicians",125635,240,0.00191029569785489,1.71889694437539
"New Hampshire","African-American","Musicians",9675,NA,NA,NA
"New Jersey","African-American","Musicians",584190,560,0.000958592238826409,0.862547757434064
"New Mexico","African-American","Musicians",19190,30,0.00156331422615945,1.40668067747917
"New York","African-American","Musicians",1375735,1360,0.000988562477512021,0.889515180203611
"North Carolina","African-American","Musicians",1079195,1185,0.0010980406692025,0.988024394972734
"North Dakota","African-American","Musicians",12445,0,NA,NA
"Ohio","African-American","Musicians",680665,700,0.00102840604408923,0.925366689956524
"Oklahoma","African-American","Musicians",134195,75,0.000558888185103767,0.502891355878112
"Oregon","African-American","Musicians",39020,45,0.00115325474115838,1.03770638906299
"Pennsylvania","African-American","Musicians",636035,660,0.00103767874409427,0.933710327919308
"Rhode Island","African-American","Musicians",31000,NA,NA,NA
"South Carolina","African-American","Musicians",638810,515,0.00080618650302907,0.725412049144766
"South Dakota","African-American","Musicians",8670,0,NA,NA
"Tennessee","African-American","Musicians",554550,845,0.00152375800198359,1.37108772035569
"Texas","African-American","Musicians",1699445,1815,0.00106799572801708,0.960989754390364
"Utah","African-American","Musicians",16855,0,NA,NA
"Vermont","African-American","Musicians",4210,NA,NA,NA
"Virginia","African-American","Musicians",837445,735,0.000877669578300664,0.789733002072041
"Washington","African-American","Musicians",147305,NA,NA,NA
"West Virginia","African-American","Musicians",29055,0,NA,NA
"Wisconsin","African-American","Musicians",160610,80,0.000498100989975718,0.448194627994526
"Wyoming","African-American","Musicians",2975,0,NA,NA
"Puerto Rico","African-American","Musicians",1405,0,NA,NA
"Alabama","Asian","Musicians",33515,NA,NA,NA
"Alaska","Asian","Musicians",26420,0,NA,NA
"Arizona","Asian","Musicians",120580,NA,NA,NA
"Arkansas","Asian","Musicians",24295,NA,NA,NA
"California","Asian","Musicians",3008795,1560,0.000518479989497457,0.818035977814333
"Colorado","Asian","Musicians",97015,85,0.000876153172189868,1.38235772150467
"Connecticut","Asian","Musicians",89425,105,0.00117416829745596,1.85255348477185
"Delaware","Asian","Musicians",19880,NA,NA,NA
"District of Columbia","Asian","Musicians",19090,45,0.00235725510738606,3.71917822440446
"Florida","Asian","Musicians",292825,115,0.000392726030905831,0.619626657176457
"Georgia","Asian","Musicians",217095,70,0.00032243948501808,0.508731493511205
"Hawaii","Asian","Musicians",290190,225,0.000775354078362452,1.22332113966507
"Idaho","Asian","Musicians",12030,0,NA,NA
"Illinois","Asian","Musicians",378055,210,0.000555474732512465,0.87640473145824
"Indiana","Asian","Musicians",76575,70,0.000914136467515508,1.4422861715157
"Iowa","Asian","Musicians",40760,0,NA,NA
"Kansas","Asian","Musicians",46470,NA,NA,NA
"Kentucky","Asian","Musicians",33565,35,0.00104275286757038,1.64521173221831
"Louisiana","Asian","Musicians",41430,0,NA,NA
"Maine","Asian","Musicians",8235,NA,NA,NA
"Maryland","Asian","Musicians",213470,150,0.000702674848924908,1.10865090026516
"Massachusetts","Asian","Musicians",249930,195,0.000780218461169127,1.2309959588024
"Michigan","Asian","Musicians",163870,115,0.00070177579788857,1.10723241525414
"Minnesota","Asian","Musicians",143550,NA,NA,NA
"Mississippi","Asian","Musicians",14850,NA,NA,NA
"Missouri","Asian","Musicians",63375,25,0.000394477317554241,0.62238976378594
"Montana","Asian","Musicians",4980,0,NA,NA
"Nebraska","Asian","Musicians",24515,NA,NA,NA
"Nevada","Asian","Musicians",131920,75,0.000568526379624015,0.896997072769874
"New Hampshire","Asian","Musicians",20330,0,NA,NA
"New Jersey","Asian","Musicians",450385,255,0.000566182266283291,0.893298629073628
"New Mexico","Asian","Musicians",16455,NA,NA,NA
"New York","Asian","Musicians",864770,1135,0.00131248771349607,2.07078805706604
"North Carolina","Asian","Musicians",154710,115,0.000743326223256415,1.17278893340893
"North Dakota","Asian","Musicians",6855,0,NA,NA
"Ohio","Asian","Musicians",136125,95,0.000697887970615243,1.10109836447198
"Oklahoma","Asian","Musicians",44710,NA,NA,NA
"Oregon","Asian","Musicians",98010,130,0.0013263952657892,2.09273080966898
"Pennsylvania","Asian","Musicians",227500,150,0.000659340659340659,1.0402800337565
"Rhode Island","Asian","Musicians",18645,0,NA,NA
"South Carolina","Asian","Musicians",41915,NA,NA,NA
"South Dakota","Asian","Musicians",7135,NA,NA,NA
"Tennessee","Asian","Musicians",62925,35,0.00055621771950735,0.877576985171355
"Texas","Asian","Musicians",712575,370,0.000519243588394204,0.819240752121562
"Utah","Asian","Musicians",40990,NA,NA,NA
"Vermont","Asian","Musicians",6080,0,NA,NA
"Virginia","Asian","Musicians",304945,145,0.000475495581170375,0.750216981500326
"Washington","Asian","Musicians",355135,150,0.000422374589944669,0.666404909906384
"West Virginia","Asian","Musicians",7825,0,NA,NA
"Wisconsin","Asian","Musicians",85760,30,0.000349813432835821,0.551920960073702
"Wyoming","Asian","Musicians",2835,0,NA,NA
"Puerto Rico","Asian","Musicians",1335,0,NA,NA
"Alabama","Other","Musicians",43075,NA,NA,NA
"Alaska","Other","Musicians",71330,4,5.60773867937754e-05,0.0520362378787339
"Arizona","Other","Musicians",182520,125,0.000684856454087223,0.635503103750632
"Arkansas","Other","Musicians",37895,NA,NA,NA
"California","Other","Musicians",688910,1005,0.00145882626177584,1.35369771527832
"Colorado","Other","Musicians",87510,50,0.000571363272768826,0.530188670993328
"Connecticut","Other","Musicians",41230,45,0.00109143827310211,1.0127850967442
"Delaware","Other","Musicians",10885,NA,NA,NA
"District of Columbia","Other","Musicians",11085,35,0.0031574199368516,2.92988429580859
"Florida","Other","Musicians",214840,265,0.00123347607521876,1.14458711679724
"Georgia","Other","Musicians",102865,160,0.00155543673747144,1.44334607413215
"Hawaii","Other","Musicians",198250,450,0.00226986128625472,2.10628648367029
"Idaho","Other","Musicians",25710,0,NA,NA
"Illinois","Other","Musicians",112345,70,0.000623080688949219,0.578179134256767
"Indiana","Other","Musicians",61485,30,0.000487923883874116,0.452762240533068
"Iowa","Other","Musicians",27340,0,NA,NA
"Kansas","Other","Musicians",43715,NA,NA,NA
"Kentucky","Other","Musicians",36080,NA,NA,NA
"Louisiana","Other","Musicians",42460,145,0.00341497880357984,3.16888249496033
"Maine","Other","Musicians",14700,0,NA,NA
"Maryland","Other","Musicians",85910,40,0.000465603538586893,0.432050383877324
"Massachusetts","Other","Musicians",97815,90,0.000920104278484895,0.853798078796984
"Michigan","Other","Musicians",120390,125,0.00103829221696154,0.963468946727845
"Minnesota","Other","Musicians",83065,55,0.000662132065250105,0.614416320453726
"Mississippi","Other","Musicians",17430,NA,NA,NA
"Missouri","Other","Musicians",70070,NA,NA,NA
"Montana","Other","Musicians",37130,NA,NA,NA
"Nebraska","Other","Musicians",24240,25,0.00103135313531353,0.957029921588822
"Nevada","Other","Musicians",69460,90,0.00129570976101353,1.20233600745072
"New Hampshire","Other","Musicians",12270,NA,NA,NA
"New Jersey","Other","Musicians",85410,80,0.000936658470905046,0.869159313403603
"New Mexico","Other","Musicians",91840,0,NA,NA
"New York","Other","Musicians",234265,425,0.00181418479072844,1.68344776252672
"North Carolina","Other","Musicians",145630,45,0.000309002266016617,0.286734392218386
"North Dakota","Other","Musicians",23305,NA,NA,NA
"Ohio","Other","Musicians",121180,125,0.00103152335368872,0.95718787338311
"Oklahoma","Other","Musicians",242885,170,0.000699919715091504,0.649480849106897
"Oregon","Other","Musicians",93460,115,0.00123047292959554,1.14180038922363
"Pennsylvania","Other","Musicians",104810,70,0.000667875202747829,0.619745585708201
"Rhode Island","Other","Musicians",16140,0,NA,NA
"South Carolina","Other","Musicians",46335,80,0.0017265565986835,1.60213438993853
"South Dakota","Other","Musicians",32695,NA,NA,NA
"Tennessee","Other","Musicians",60575,80,0.00132067684688402,1.22550387053738
"Texas","Other","Musicians",261190,440,0.00168459741950304,1.56319894815234
"Utah","Other","Musicians",57995,40,0.000689714630571601,0.640011181634639
"Vermont","Other","Musicians",5900,35,0.0059322033898305,5.50470634220988
"Virginia","Other","Musicians",128845,105,0.000814932671038845,0.756205535776435
"Washington","Other","Musicians",214925,150,0.00069791787832965,0.647623272285115
"West Virginia","Other","Musicians",10700,NA,NA,NA
"Wisconsin","Other","Musicians",66920,45,0.000672444710101614,0.623985797052652
"Wyoming","Other","Musicians",10830,0,NA,NA
"Puerto Rico","Other","Musicians",2275,0,NA,NA
"Alabama","Hispanic","Music Directors And Composers",88165,0,NA,NA
"Alaska","Hispanic","Music Directors And Composers",26875,0,NA,NA
"Arizona","Hispanic","Music Directors And Composers",1033370,NA,NA,NA
"Arkansas","Hispanic","Music Directors And Composers",101405,NA,NA,NA
"California","Hispanic","Music Directors And Composers",7470730,1165,0.0001559419226769,1.42822528722093
"Colorado","Hispanic","Music Directors And Composers",594525,NA,NA,NA
"Connecticut","Hispanic","Music Directors And Composers",288845,0,NA,NA
"Delaware","Hispanic","Music Directors And Composers",41365,0,NA,NA
"District of Columbia","Hispanic","Music Directors And Composers",44885,0,NA,NA
"Florida","Hispanic","Music Directors And Composers",2752995,385,0.000139847693148734,1.28082306724131
"Georgia","Hispanic","Music Directors And Composers",467240,NA,NA,NA
"Hawaii","Hispanic","Music Directors And Composers",69470,NA,NA,NA
"Idaho","Hispanic","Music Directors And Composers",101285,0,NA,NA
"Illinois","Hispanic","Music Directors And Composers",1100445,40,3.63489315685927e-05,0.33290895955727
"Indiana","Hispanic","Music Directors And Composers",212120,NA,NA,NA
"Iowa","Hispanic","Music Directors And Composers",90730,0,NA,NA
"Kansas","Hispanic","Music Directors And Composers",167495,NA,NA,NA
"Kentucky","Hispanic","Music Directors And Composers",76325,0,NA,NA
"Louisiana","Hispanic","Music Directors And Composers",113925,NA,NA,NA
"Maine","Hispanic","Music Directors And Composers",10935,0,NA,NA
"Maryland","Hispanic","Music Directors And Composers",321570,NA,NA,NA
"Massachusetts","Hispanic","Music Directors And Composers",401715,35,8.71264453654954e-05,0.797964975168963
"Michigan","Hispanic","Music Directors And Composers",236520,NA,NA,NA
"Minnesota","Hispanic","Music Directors And Composers",149745,NA,NA,NA
"Mississippi","Hispanic","Music Directors And Composers",38780,0,NA,NA
"Missouri","Hispanic","Music Directors And Composers",121550,NA,NA,NA
"Montana","Hispanic","Music Directors And Composers",19215,0,NA,NA
"Nebraska","Hispanic","Music Directors And Composers",99485,0,NA,NA
"Nevada","Hispanic","Music Directors And Composers",430565,NA,NA,NA
"New Hampshire","Hispanic","Music Directors And Composers",25860,0,NA,NA
"New Jersey","Hispanic","Music Directors And Composers",928940,NA,NA,NA
"New Mexico","Hispanic","Music Directors And Composers",459615,25,5.4393350956779e-05,0.498172383407852
"New York","Hispanic","Music Directors And Composers",1819490,470,0.00025831414297413,2.36582174125717
"North Carolina","Hispanic","Music Directors And Composers",451040,NA,NA,NA
"North Dakota","Hispanic","Music Directors And Composers",14510,0,NA,NA
"Ohio","Hispanic","Music Directors And Composers",204545,NA,NA,NA
"Oklahoma","Hispanic","Music Directors And Composers",187725,0,NA,NA
"Oregon","Hispanic","Music Directors And Composers",266060,0,NA,NA
"Pennsylvania","Hispanic","Music Directors And Composers",423215,65,0.000153586238673015,1.40665028413454
"Rhode Island","Hispanic","Music Directors And Composers",78695,0,NA,NA
"South Carolina","Hispanic","Music Directors And Composers",134610,NA,NA,NA
"South Dakota","Hispanic","Music Directors And Composers",15565,0,NA,NA
"Tennessee","Hispanic","Music Directors And Composers",167595,130,0.000775679465377845,7.10421551955607
"Texas","Hispanic","Music Directors And Composers",5220455,290,5.55507134914485e-05,0.50877231965413
"Utah","Hispanic","Music Directors And Composers",213410,NA,NA,NA
"Vermont","Hispanic","Music Directors And Composers",6470,0,NA,NA
"Virginia","Hispanic","Music Directors And Composers",427525,NA,NA,NA
"Washington","Hispanic","Music Directors And Composers",448570,NA,NA,NA
"West Virginia","Hispanic","Music Directors And Composers",12005,0,NA,NA
"Wisconsin","Hispanic","Music Directors And Composers",186120,NA,NA,NA
"Wyoming","Hispanic","Music Directors And Composers",27680,0,NA,NA
"Puerto Rico","Hispanic","Music Directors And Composers",1208905,245,0.000202662740248407,NA
"Alabama","White","Music Directors And Composers",1496830,540,0.000360762411229064,1.03135598674898
"Alaska","White","Music Directors And Composers",253950,40,0.000157511321126206,0.450297034745971
"Arizona","White","Music Directors And Composers",1857110,405,0.00021808078142921,0.623454419088859
"Arkansas","White","Music Directors And Composers",1014735,360,0.00035477242826945,1.01423168390137
"California","White","Music Directors And Composers",7686845,5625,0.000731769666228472,2.09200017156676
"Colorado","White","Music Directors And Composers",2172170,490,0.000225580870742161,0.644895849163881
"Connecticut","White","Music Directors And Composers",1329540,335,0.000251966845675948,0.720328689080484
"Delaware","White","Music Directors And Composers",307920,95,0.00030852169394648,0.882009007007115
"District of Columbia","White","Music Directors And Composers",183365,85,0.000463556294821804,1.32522553619391
"Florida","White","Music Directors And Composers",5285390,1960,0.000370833561950963,1.06014762708395
"Georgia","White","Music Directors And Composers",2773560,940,0.000338914607940697,0.968896977668727
"Hawaii","White","Music Directors And Composers",177700,60,0.000337647720877884,0.96527517141592
"Idaho","White","Music Directors And Composers",688065,70,0.000101734574495142,0.290841171915508
"Illinois","White","Music Directors And Composers",4224420,1345,0.000318386902817428,0.910211895980273
